epoch,acc,loss,val_acc,val_loss
0,0.5248281136705337,1.002695930863204,0.8054919922106326,0.49203667501563064
1,0.559714795130338,0.935993281535772,0.7986270018791443,0.4849249485973908
2,0.5986758343342276,0.8482150564462075,0.8077803235032193,0.45311899493433516
3,0.6205755029588005,0.806170168726202,0.7917620150939279,0.4671290194960972
4,0.6455309402557132,0.7560086385846169,0.7620137294315364,0.48511341275557773
5,0.6580086582818649,0.7499804725196485,0.752860414900005,0.5078956229735839
6,0.6763432642749955,0.7036808051922135,0.7826086933334577,0.4781543481540898
7,0.6536796539528607,0.7383079021250835,0.7940503463865145,0.44701596371641966
8,0.669213140074582,0.7148932561729894,0.8077803217300834,0.42649878933173296
9,0.6903488666828516,0.6720529954974391,0.8192219711004733,0.4153659864066667
10,0.6923860458432793,0.6638456052698067,0.8237986265931031,0.4084806464083953
11,0.7170868348401407,0.6363643885023089,0.8260869561125539,0.42087938474572223
12,0.7191240126041775,0.6194778884644117,0.8215102988467882,0.4313590436560066
13,0.7173414818196919,0.62432055141533,0.8146453102884358,0.4333805237263782
14,0.7267634330859523,0.6010039387570103,0.8192219693273374,0.4431497288923242
15,0.7280366687426167,0.5952500469331861,0.8237986265931031,0.43205448753228176
16,0.7308377892666869,0.5810450210139015,0.8306636133783196,0.4092909634386102
17,0.7382225623591,0.5824755776890793,0.8398169314561228,0.3941127597194515
18,0.743570155031298,0.5770084034221786,0.8535469140286304,0.3652329049339556
19,0.7402597400320678,0.5750164724895904,0.8421052609755737,0.38216022973202457
20,0.7545199894194752,0.5388045063570069,0.8443935904950245,0.3735086971753249
21,0.7522281639321572,0.5409384932201086,0.8443935904950245,0.3771878211530995
22,0.7621594095673305,0.5213224453752449,0.8375286073924748,0.38525533846641297
23,0.7641965875742178,0.5156283973357378,0.8672768875990634,0.34159147527998046
24,0.7672523550171265,0.525208453200748,0.8672768875990634,0.32754075356697326
25,0.7731092433028468,0.5168565352181002,0.8695652188916501,0.3369067128517535
26,0.7784568376294644,0.49317071239457105,0.8604119008138469,0.34845575042392896
27,0.7715813599987918,0.5075522740742678,0.8512585827360437,0.34741727308768705
28,0.77998472117637,0.4746832764570665,0.8512585845091796,0.3683993819785609
29,0.7896613185114918,0.4733842344025422,0.8443935959508272,0.3589181003226841
30,0.784059077782093,0.46770650665967073,0.8398169369119256,0.37014604576392357
31,0.7944996182111678,0.4578438732106175,0.846681925470278,0.3501459043004147
32,0.7973007379156171,0.4593051166624886,0.8535469122554945,0.3544444367460037
33,0.8074866304544508,0.43039971958871465,0.8581235712943961,0.33690668454977685
34,0.8059587471503958,0.4418787934988365,0.8489702549897288,0.3639467741859314
35,0.8064680415344869,0.4377725439761351,0.8512585845091796,0.3563664398695293
36,0.7929717336776817,0.45939242569641936,0.846681925470278,0.3467450069617352
37,0.8079959258251224,0.43628886614496665,0.8443935941776913,0.3604492917486405
38,0.820473644018234,0.4161835457870667,0.8512585827360437,0.3379142207330097
39,0.813598165977751,0.4166312288290859,0.8466819236971421,0.341433905968677
40,0.820728291164745,0.41027386779848296,0.8649885580796126,0.32054718803759297
41,0.8174178764235436,0.42034798575200466,0.8695652171185142,0.3023856585031243
42,0.8141074611814628,0.40812799987187054,0.8649885580796126,0.3127316855729581
43,0.8298955951934253,0.39111575336288734,0.8649885563064768,0.31897469236594317
44,0.8288770055297315,0.38507961574206684,0.8672768858259275,0.3182843738071433
45,0.8258212374341618,0.3805946513976278,0.8649885563064768,0.32248508343707505
46,0.8334606568382871,0.375672407351531,0.8695652171185142,0.31461261379909733
47,0.8296409478799545,0.38997985783472056,0.8604119008138469,0.337501447315347
48,0.8311688313509691,0.3792190980009672,0.8489702514434571,0.35051778518089716
49,0.8324420675844038,0.3601835158935539,0.8672768875990634,0.32976578083954905
50,0.844410491560384,0.3582837932629533,0.862700226787026,0.32242947816848755
51,0.840081486988529,0.35622385672433765,0.8741418743842799,0.3122050102024384
52,0.8469569641183222,0.3540487731948043,0.8627002303332977,0.3308987479733657
53,0.8505220274176037,0.3502411537948139,0.8855835219815339,0.2995080472539164
54,0.8464476700681507,0.3462220550319576,0.8787185334231815,0.30780741947466506
55,0.8472116123424829,0.3453978579904033,0.8741418743842799,0.30854912221568126
56,0.856378915703324,0.3351876963549423,0.8878718569567875,0.3009622330250947
57,0.856378915050663,0.3275786818121115,0.8878718569567875,0.28750436925233364
58,0.8573975039706268,0.3258686719321403,0.881006868398435,0.3133218844913509
59,0.8645276294156495,0.32010065338251575,0.8787185388789842,0.3048189677962995
60,0.8604532717322769,0.31436186301850894,0.8718535503206318,0.315289075437345
61,0.8645276291576208,0.3179677367316635,0.8764302039037307,0.300691446941559
62,0.8731856383923996,0.30516941095615785,0.8832951924620831,0.2881288087204337
63,0.8724216956323663,0.29132016578004777,0.8787185351963174,0.3005505164646175
64,0.875986758020958,0.2926375478969022,0.8672768875990634,0.31856593605582717
65,0.8770053476846519,0.28996831602894807,0.8718535448648291,0.315551193273313
66,0.869365928037676,0.30209409365649137,0.8787185334231815,0.3052276365407817
67,0.8698752224976579,0.3008392308242211,0.8764302039037307,0.30413590102228477
68,0.8815889987503569,0.28171680729930143,0.8764302093595334,0.29519993394135885
69,0.8785332311556665,0.28776717053165196,0.8901601864762383,0.2875680020526563
70,0.8843901199422661,0.27103691124448587,0.8832951979178859,0.2886105725366955
71,0.87649605248094,0.2796356677933142,0.8832951979178859,0.2932083389851812
72,0.8912655966622489,0.26221664356523594,0.8832951979178859,0.28610776872874943
73,0.8882098292345183,0.2662422192181708,0.8764302093595334,0.29514763093376595
74,0.8966131911558264,0.25265929823101463,0.869565220801181,0.30712530446543573
75,0.8838808253153244,0.2755642645393038,0.8764302093595334,0.3036182399336206
76,0.8882098296443287,0.2600253482705192,0.881006868398435,0.29954469619953933
77,0.8892284187312524,0.2581960130184092,0.8901601864762383,0.27800515921492325
